+-------------+------------------------------------------------------------------+---------------------+------------+------------+------------+
|     Verb    |                             context                              |        synset       | Polarity + | Polarity - | Polarity = |
|     suck    |                       ... and it sucked .                        |     absorb.v.04     |    0.0     |    0.0     |    1.0     |
|      be     |                       ... , i was hooked .                       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     hook    |                        ... i was hooked .                        |     pilfer.v.01     |    0.0     |   0.125    |   0.875    |
|    order    |                       ordered some old ...                       |      rate.v.01      |   0.125    |    0.25    |   0.625    |
|      go     |                ... dishes after going there a ...                |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |            ... times and were sorely disappointed ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  disappoint |         ... were sorely disappointed with everything ...         |   disappoint.v.01   |    0.0     |    0.25    |    0.75    |
|      be     |               chicken was deliciously seasoned ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    season   |             ... was deliciously seasoned and had ...             |     season.v.01     |   0.125    |   0.375    |    0.5     |
|     have    |               ... seasoned and had the perfect ...               |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|      be     |                      food was great as ...                       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    order    |                    ... what to order : ) ...                     |      rate.v.01      |   0.125    |    0.25    |   0.625    |
|      be     |                   nice thing was that they ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     add     |               ... that they added gratuity on ...                |       add.v.01      |    0.0     |    0.0     |    1.0     |
|      be     |                ... our party was larger than ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    expect   |               ... they didn't expect more tip ...                |     expect.v.03     |    0.0     |    0.25    |    0.75    |
|      be     |                        fly was in my ...                         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                ... nan chicken was also very ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    think    |                    ... , i thought it was ...                    |      think.v.02     |   0.125    |    0.0     |   0.875    |
|      be     |                    ... thought it was good .                     |       be.v.01       |    0.25    |   0.125    |   0.625    |
