+--------------+--------------------------------------------------------------+------------------------+------------+------------+------------+
|     Verb     |                           context                            |         synset         | Polarity + | Polarity - | Polarity = |
|     know     |             ... clearly doesn't know how to ...              |  sleep_together.v.01   |   0.375    |   0.125    |    0.5     |
|     pace     |                ... how to pace his films ...                 |       pace.v.03        |    0.0     |    0.0     |    1.0     |
|      be      |                 movie is terribly boring ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     bore     |             ... is terribly boring in places ...             |       bore.v.01        |   0.125    |    0.0     |   0.875    |
|      be      |                     lighting is awful .                      |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     look     |                   film looks cheap and ...                   |       look.v.02        |    0.0     |    0.0     |    1.0     |
|  disappoint  |          ... the most disappointing aspects is ...           |    disappoint.v.01     |    0.0     |    0.25    |    0.75    |
|      be      |          ... disappointing aspects is the lack ...           |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     work     |             convention never worked well in ...              |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|      be      |                 visual effects were awful .                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     look     |               ... in space looked like it ...                |       look.v.02        |    0.0     |    0.0     |    1.0     |
|     have     |              ... it could have been created ...              |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|      be      |              ... could have been created on ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    create    |            ... have been created on microsoft ...            |       make.v.03        |    0.0     |    0.0     |    1.0     |
|      be      |                 ... the end was just as ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     like     |                   , i like to consider ...                   |       wish.v.02        |   0.125    |    0.0     |   0.875    |
|   consider   |              ... like to consider myself a ...               |        see.v.05        |   0.125    |    0.0     |   0.875    |
|     give     |              ... so i'll give credit where ...               |       give.v.18        |   0.125    |    0.0     |   0.875    |
|      be      |        ... creature effects were actually pretty ...         |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     love     |                   love those close-ups ...                   |       love.v.02        |    1.0     |    0.0     |    0.0     |
